Id,Label,Group,Num Links,Links_in,links_out,Timestamp
949,@frendywayne,Normal_users,13,8,5,7
952,@firzayenti,Normal_users,13,7,6,7
955,@exsequar,Normal_users,4,1,3,8
956,@everaldomarques,Normal_users,2,1,1,2
957,@estetikbocek,Normal_users,11,0,11,12
962,@donjuanjean,Normal_users,2,1,1,13
963,@diiamondniicole,Normal_users,5,2,3,2
965,@deshawn_datruth,Normal_users,5,2,3,4
966,@dee_rp_jetz,Normal_users,1,0,1,10
968,@czmen,Normal_users,1,0,1,1
969,@cronaldolove,Normal_users,83,3,80,4
970,@crazyboydizzy,Normal_users,4,2,2,3
971,@conniechris,Normal_users,2,1,1,11
974,@chineylee,Normal_users,1,1,0,2
977,@cbas28,Normal_users,4,0,4,7
978,@camsymarquina,Normal_users,1,1,0,16
979,@callmefantastic,Normal_users,1,0,1,14
980,@cagancaglar,Normal_users,2,0,2,15
981,@c_woody43,Normal_users,1,0,1,16
982,@bxcmusic,Normal_users,1,1,0,6
984,@blogdoamorim,Normal_users,5,1,4,5
986,@blak304,Normal_users,4,2,2,2
989,@believeinme14,Normal_users,2,1,1,16
990,@bdahtonwildnout,Normal_users,2,0,2,6
992,@bagmesli,Normal_users,2,1,1,16
995,@avinash,Normal_users,2,2,0,7
996,@ash_ley_103,Normal_users,2,1,1,10
997,@antaniaxd,Normal_users,3,1,2,4
998,@ann2066,Normal_users,1,1,0,9
1001,@agarner,Normal_users,2,2,0,3
1003,@acadenas,Normal_users,2,1,1,6
1005,@143alley,Normal_users,2,1,1,5
1006,@yomommaahoehuh,Normal_users,1,0,1,10
1007,@yaseminograli,Normal_users,1,1,0,7
1013,@webconversion,Normal_users,3,3,0,14
1017,@ubctbirds,Normal_users,1,1,0,7
1024,@tiwi_kimzter,Normal_users,2,1,1,9
1027,@thereallaine,Normal_users,4,2,2,14
1028,@thefacelessspin,Normal_users,2,1,1,16
1032,@temporealagora,Normal_users,1,0,1,16
1033,@tekehalil,Normal_users,5,2,3,15
1035,@teamziller,Normal_users,5,2,3,6
1036,@tareckpsuv,Normal_users,2,0,2,17
1037,@sugahill,Normal_users,2,1,1,10
1038,@subakros,Normal_users,2,1,1,9
1040,@stonetemple,Normal_users,2,2,0,10
1041,@stein_line_hq,Normal_users,1,0,1,17
1042,@stagetiger,Normal_users,8,2,6,5
1046,@soniaandstitch,Normal_users,1,1,0,11
1049,@slam52,Normal_users,7,7,0,5
1051,@shizzy5,Normal_users,2,1,1,10
1053,@shabrinabiebs,Normal_users,13,7,6,7
1055,@sdotcurry,Normal_users,2,0,2,15
1056,@salmaehee,Normal_users,4,2,2,13
1057,@ryandeshanaa,Normal_users,4,2,2,13
1061,@rodb3in1,Normal_users,12,5,7,10
1062,@realthornberry,Normal_users,2,1,1,5
1063,@realskipbayless,Normal_users,1,1,0,15
1064,@realbeauty_,Normal_users,8,4,4,7
1065,@raulalzaga,Normal_users,3,3,0,5
1067,@rainoananta,Normal_users,14,7,7,15
1068,@quiquegaray,Normal_users,2,1,1,13
1070,@professorcc,Normal_users,2,1,1,3
1072,@pinarakal1,Normal_users,2,0,2,15
1073,@pikawr,Normal_users,13,7,6,3
1074,@philbellamyinc,Normal_users,6,2,4,3
1077,@pedroasouto,Normal_users,3,2,1,6
1078,@peasantplease,Normal_users,10,3,7,16
1080,@paul_tomkins,Normal_users,1,0,1,7
1082,@paquadiva,Normal_users,10,5,5,3
1084,@pamcaulfield,Normal_users,7,1,6,12
1086,@oyleboylesoyle,Normal_users,36,0,36,9
1088,@omerekinci,Normal_users,1,1,0,10
1091,@nothinbutnetash,Normal_users,2,0,2,2
1092,@nmhbasketball,Normal_users,2,0,2,11
1095,@ncerenargon,Normal_users,4,0,4,15
1096,@nbahistory,Normal_users,1,1,0,12
1097,@nbabasketball,Normal_users,1,1,0,6
1098,@naznasman,Normal_users,3,2,1,4
1099,@natebmafia,Normal_users,7,3,4,1
1100,@nadyasri,Normal_users,2,1,1,7
1101,@mzthickumzjuicy,Normal_users,8,4,4,16
1105,@ms_busyb0dy,Normal_users,2,1,1,14
1106,@moon_williams0,Normal_users,2,1,1,2
1108,@miirrceezzz,Normal_users,14,7,7,15
1109,@miharejc,Normal_users,4,2,2,1
1111,@mertevgin,Normal_users,6,1,5,4
1113,@memphissportfan,Normal_users,7,4,3,1
1117,@marquetteu,Normal_users,3,1,2,4
1121,@malodemolinaacb,Normal_users,1,0,1,6
1125,@maalikwayns2,Normal_users,1,1,0,6
1126,@luckyovlegends,Normal_users,1,0,1,16
1128,@lkrgirl,Normal_users,2,0,2,4
1129,@lita_nuno,Normal_users,17,7,10,7
1130,@lickmyj0rdans,Normal_users,2,1,1,10
1134,@kiddme2,Normal_users,4,2,2,3
1135,@khoshkeledoc,Normal_users,1,0,1,5
1137,@keylon_b,Normal_users,5,2,3,9
1138,@kerryrhodes,Normal_users,1,1,0,9
1139,@kdonhoops,Normal_users,1,0,1,14
1142,@jrstarcamper,Normal_users,8,4,4,6
1144,@jonrothstein,Normal_users,3,0,3,6
1145,@jonahballow,Normal_users,1,0,1,16
1148,@jessetenay,Normal_users,1,1,0,12
1149,@jermainemcfly,Normal_users,2,1,1,6
1151,@jeffrabjohns,Normal_users,1,1,0,6
1154,@jasshapire,Normal_users,13,7,6,10
1156,@its_msjrich,Normal_users,3,1,2,4
1158,@ipeksenoglu,Normal_users,3,3,0,4
1159,@incultolt,Normal_users,1,1,0,16
1160,@imsokentucky,Normal_users,4,1,3,3
1161,@ifxckdtigerwife,Normal_users,6,3,3,7
1162,@ibiebergaga,Normal_users,8,4,4,17
1163,@iarse,Normal_users,4,2,2,5
1166,@horadomac,Normal_users,4,2,2,4
1169,@hapsarianggita,Normal_users,6,3,3,7
1171,@granma_digital,Normal_users,1,0,1,17
1174,@gbiee,Normal_users,4,2,2,3
1175,@freekeyty30,Normal_users,4,2,2,12
1177,@fhevier,Normal_users,20,3,17,1
1179,@fermartinmartin,Normal_users,1,1,0,15
1180,@ferescalona13,Normal_users,6,0,6,6
1184,@evooba,Normal_users,16,4,12,1
1185,@espn_bigeast,Normal_users,3,2,1,14
1186,@ertannnn,Normal_users,3,0,3,5
1188,@duniasoccer,Normal_users,5,5,0,7
1192,@dcana,Normal_users,3,0,3,4
1193,@daxenpower,Normal_users,11,6,5,10
1195,@darylt3,Normal_users,3,1,2,11
1197,@crazyloud411,Normal_users,9,5,4,5
1198,@coolkidroach,Normal_users,4,2,2,5
1199,@colombianospaz,Normal_users,3,1,2,2
1200,@collegehill_ant,Normal_users,3,0,3,9
1203,@chiyeezy,Normal_users,2,0,2,11
1204,@chiefmartec,Normal_users,3,1,2,10
1206,@cazadoresbball,Normal_users,4,1,3,6
1208,@canemutiny5x,Normal_users,1,0,1,15
1209,@callme_boobie,Normal_users,2,1,1,11
1210,@bytimreynolds,Normal_users,2,1,1,8
1212,@burcinguney,Normal_users,15,6,9,6
1213,@brwnsugat,Normal_users,3,1,2,3
1215,@booksmartdevl,Normal_users,2,1,1,14
1216,@blasondamadrid,Normal_users,2,0,2,15
1217,@blakfoksdtp,Normal_users,5,2,3,6
1218,@bigtiggershow,Normal_users,2,1,1,7
1219,@benno_15,Normal_users,2,0,2,7
1220,@bebacklatersoon,Normal_users,8,2,6,9
1221,@bbusilleon,Normal_users,2,1,1,7
1223,@bballworldltu,Normal_users,10,4,6,1
1224,@basseyworldlive,Normal_users,3,1,2,6
1225,@baskonia,Normal_users,1,1,0,7
1228,@baloncestofeb,Normal_users,1,1,0,17
1229,@ballislife,Normal_users,1,0,1,3
1231,@ayoyouseentommy,Normal_users,7,3,4,1
1233,@augustobalcone,Normal_users,4,2,2,8
1234,@aspirates,Normal_users,6,5,1,3
1238,@andobig,Normal_users,2,1,1,16
1239,@amazinmixbeauti,Normal_users,1,0,1,9
1240,@alcuinpapa,Normal_users,4,3,1,15
1241,@aenguscollins,Normal_users,3,1,2,15
1242,@addictedtomiles,Normal_users,3,3,0,7
1243,@acook_1,Normal_users,2,1,1,10
1244,@_primadonna22,Normal_users,5,2,3,10
1246,@_dilek__,Normal_users,17,1,16,5
1247,@8leggedfreak_1,Normal_users,2,1,1,7
1249,@zwyback,Normal_users,2,2,0,11
1250,@zizu100,Normal_users,7,3,4,10
1253,@xenxenaaaa,Normal_users,6,3,3,11
1256,@wrumsby,Normal_users,5,2,3,6
1257,@wjalu,Normal_users,6,3,3,10
1259,@whymelawd,Normal_users,1,0,1,8
1262,@wccsports,Normal_users,1,0,1,5
1263,@vitinos,Normal_users,4,4,0,1
1264,@virginiaselly,Normal_users,7,3,4,14
1266,@vickacang,Normal_users,6,3,3,1
1267,@under_armour,Normal_users,1,0,1,11
1269,@udreadmedntu,Normal_users,2,1,1,4
1270,@udjudj,Normal_users,3,0,3,11
1274,@treykerby,Normal_users,7,2,5,1
1276,@tommycuss,Normal_users,4,2,2,17
1280,@tinapperez,Normal_users,2,0,2,2
1282,@theupsetblog,Normal_users,6,3,3,5
1285,@theonion,Normal_users,1,1,0,4
1286,@thenyknicks,Normal_users,6,2,4,10
1287,@themoonshield,Normal_users,1,0,1,15
1289,@theheirofdalou,Normal_users,6,3,3,12
1294,@tharealbr,Normal_users,4,2,2,16
1298,@tengchangkhim,Normal_users,2,1,1,13
1301,@teakolik,Normal_users,3,0,3,10
1303,@syjihan,Normal_users,1,0,1,11
1305,@swaggerificdrew,Normal_users,2,1,1,14
1306,@surtifiedlady,Normal_users,2,1,1,8
1311,@stilgherrian,Normal_users,1,1,0,8
1313,@sputnikjkb,Normal_users,1,1,0,12
1315,@sporty1989,Normal_users,1,0,1,2
1317,@sooheepark,Normal_users,5,4,1,7
1322,@sixers,Normal_users,3,0,3,16
1323,@simgegulsah,Normal_users,2,0,2,15
1325,@shawtyredd253,Normal_users,2,2,0,14
1327,@serdargurel,Normal_users,8,6,2,4
1330,@satryasjukri,Normal_users,7,5,2,13
1332,@saranade_me,Normal_users,3,1,2,14
1333,@russrozay,Normal_users,2,1,1,7
1334,@rpb2010,Normal_users,4,2,2,11
1336,@rolmon99,Normal_users,4,2,2,5
1337,@rocboyflossy,Normal_users,1,0,1,8
1338,@rlgordon87,Normal_users,2,1,1,11
1339,@rizkyramadan,Normal_users,2,1,1,11
1342,@rhondadtp,Normal_users,2,1,1,5
1343,@renabilgin,Normal_users,6,0,6,12
1344,@rellevent21,Normal_users,2,1,1,3
1349,@realshiive,Normal_users,4,2,2,3
1352,@qmccall3,Normal_users,4,1,3,12
1355,@propain713,Normal_users,5,3,2,14
1356,@prohoopsjournal,Normal_users,4,2,2,12
1362,@people_skills,Normal_users,3,0,3,6
1363,@pedritoortizjr,Normal_users,2,1,1,11
1364,@patriciobruno,Normal_users,7,1,6,1
1366,@pandji,Normal_users,3,2,1,10
1368,@ozgeah,Normal_users,4,1,3,12
1372,@nolanshulman,Normal_users,2,2,0,3
1373,@nixonstw1tter,Normal_users,9,3,6,3
1374,@ninisfirdia,Normal_users,13,6,7,3
1375,@nickweisser,Normal_users,5,3,2,7
1376,@nessabiggaveli,Normal_users,6,3,3,1
1377,@neclacebel,Normal_users,16,5,11,10
1379,@nbadraftblog,Normal_users,3,0,3,3
1381,@nannersmom,Normal_users,1,0,1,9
1382,@naebabyy,Normal_users,1,0,1,10
1383,@nadialestari,Normal_users,8,4,4,10
1385,@my_diaries,Normal_users,13,1,12,5
1386,@mukhammadrouf,Normal_users,2,1,1,11
1387,@msgnyc,Normal_users,2,2,0,6
1393,@mizztahdwayne,Normal_users,7,1,6,6
1398,@miramiraput,Normal_users,2,1,1,11
1401,@mifblip,Normal_users,1,1,0,3
1403,@metallikar,Normal_users,3,1,2,7
1404,@melroseeeem,Normal_users,2,1,1,16
1405,@medyrarrr,Normal_users,6,3,3,11
1406,@mediaroyaltii,Normal_users,1,0,1,9
1408,@maya_mi,Normal_users,9,5,4,5
1410,@matjasec,Normal_users,2,1,1,12
1411,@manuelressel,Normal_users,4,1,3,8
1412,@malbeauti,Normal_users,2,1,1,14
1414,@madeinwesafrica,Normal_users,2,1,1,1
1415,@lwrocks,Normal_users,3,1,2,8
1416,@luvlika,Normal_users,4,2,2,11
1422,@lisalisacent,Normal_users,4,2,2,17
1425,@lecairn_sport,Normal_users,2,1,1,9
1426,@leaginobili,Normal_users,2,1,1,3
1427,@ldengf,Normal_users,2,0,2,6
1431,@lakersreporter,Normal_users,3,1,2,7
1432,@lakersnation,Normal_users,3,2,1,4
1433,@lakergirls7,Normal_users,1,1,0,17
1436,@kristinasari,Normal_users,2,1,1,10
1438,@konumankeni,Normal_users,11,3,8,5
1442,@kidkwamefanclub,Normal_users,2,1,1,6
1443,@kgrant5,Normal_users,2,1,1,14
1444,@kevinding,Normal_users,1,0,1,7
1454,@jumpmanrugs,Normal_users,4,3,1,7
1458,@joeingles7,Normal_users,1,1,0,3
1459,@jimmyteguh,Normal_users,2,1,1,5
1460,@jesslca_,Normal_users,6,3,3,4
1463,@jemelehill,Normal_users,4,2,2,10
1465,@jaredmix965,Normal_users,2,1,1,14
1469,@itsagomusic,Normal_users,1,1,0,6
1470,@istor,Normal_users,8,3,5,1
1471,@isitreallycrash,Normal_users,9,3,6,13
1472,@infostradalive,Normal_users,1,0,1,16
1473,@indriinovita,Normal_users,6,3,3,13
1474,@indigenous_news,Normal_users,1,1,0,12
1475,@imanassholeikon,Normal_users,2,1,1,16
1477,@iboog,Normal_users,2,1,1,4
1478,@iamzoe33,Normal_users,4,2,2,3
1480,@iamjoycab,Normal_users,4,2,2,2
1482,@hpbasketball,Normal_users,7,1,6,3
1484,@hoopsfix,Normal_users,2,1,1,6
1485,@heycee,Normal_users,6,3,3,11
1486,@hellrider1905,Normal_users,2,1,1,9
1487,@hdubb21,Normal_users,2,1,1,10
1491,@hannahyeoh,Normal_users,2,1,1,13
1494,@glorens24,Normal_users,15,6,9,9
1498,@gabyverdier,Normal_users,2,0,2,1
1500,@frozono,Normal_users,1,1,0,6
1505,@fenneeyyy,Normal_users,2,1,1,13
1506,@fcb_eveline,Normal_users,9,4,5,11
1507,@fasttimesatrf,Normal_users,4,2,2,2
1508,@farahzekria,Normal_users,3,1,2,9
1509,@ewwdatsnaasty,Normal_users,2,1,1,11
1510,@evandanielscout,Normal_users,3,0,3,10
1511,@eusser,Normal_users,7,2,5,5
1512,@euniquel21,Normal_users,5,2,3,16
1514,@esporturismo,Normal_users,2,0,2,11
1515,@erykamarie,Normal_users,2,1,1,11
1516,@erginataman,Normal_users,6,5,1,3
1521,@emmayonce,Normal_users,4,2,2,7
1522,@emiliovescudero,Normal_users,7,1,6,5
1523,@eloelz,Normal_users,2,1,1,14
1525,@ellenyuu,Normal_users,6,3,3,5
1526,@dymon21,Normal_users,5,1,4,5
1529,@drfilomena,Normal_users,7,1,6,5
1530,@dreallday,Normal_users,5,2,3,13
1531,@dre_day20,Normal_users,2,1,1,15
1532,@doremithamithut,Normal_users,13,6,7,7
1533,@dochancock,Normal_users,1,0,1,6
1537,@dj_era,Normal_users,3,2,1,9
1538,@diniiaw,Normal_users,11,4,7,13
1540,@diamondatl,Normal_users,2,1,1,10
1541,@devonshiretea,Normal_users,2,1,1,17
1542,@devin34harris,Normal_users,6,3,3,13
1543,@devdeyam,Normal_users,6,3,3,17
1544,@dersportmanager,Normal_users,1,1,0,4
1545,@derrickmartrose,Normal_users,1,1,0,3
1548,@dearmers,Normal_users,1,0,1,14
1549,@dbudlov,Normal_users,1,0,1,12
1550,@darealmrc,Normal_users,4,1,3,3
1551,@daphvont,Normal_users,3,1,2,7
1553,@d1_ap5,Normal_users,3,2,1,6
1561,@cogufogo,Normal_users,3,1,2,6
1566,@chaselandon,Normal_users,2,1,1,9
1569,@casalfoto,Normal_users,3,1,2,8
1571,@canaltamayo,Normal_users,4,4,0,2
1572,@camronsmith,Normal_users,2,1,1,6
1573,@camptj2011,Normal_users,1,0,1,13
1575,@bronto,Normal_users,4,2,2,7
1577,@briannaxoo,Normal_users,3,1,2,9
1578,@brianmccormick,Normal_users,3,2,1,13
1579,@brianisawesome,Normal_users,5,0,5,6
1580,@briangrummell,Normal_users,8,4,4,8
1581,@brewhoop,Normal_users,3,0,3,4
1582,@brendanloy,Normal_users,8,3,5,5
1583,@borjabarba,Normal_users,2,1,1,11
1585,@blazexxxii,Normal_users,6,3,3,7
1586,@bjmillican,Normal_users,1,0,1,14
1587,@bitoongames,Normal_users,2,1,1,14
1588,@bigdaddygibbs12,Normal_users,2,1,1,13
1591,@beni_takip_et,Normal_users,6,6,0,15
1592,@belieberpin,Normal_users,2,1,1,4
1594,@basportsguy,Normal_users,2,1,1,7
1595,@basketballtalk,Normal_users,3,1,2,6
1596,@basedup_sb,Normal_users,5,2,3,10
1597,@babehbulss,Normal_users,4,2,2,17
1598,@aymargarcia,Normal_users,3,3,0,10
1599,@ayiiesekar,Normal_users,9,6,3,7
1602,@atowne07,Normal_users,1,0,1,3
1603,@astehiy,Normal_users,4,2,2,14
1604,@ashtormie,Normal_users,2,1,1,9
1606,@ashghebranious,Normal_users,3,0,3,6
1609,@antwonomous,Normal_users,1,0,1,12
1611,@andyblauig,Normal_users,1,0,1,8
1612,@andrewgreif,Normal_users,1,0,1,2
1615,@alphagilly,Normal_users,1,1,0,5
1616,@allstarami,Normal_users,1,0,1,3
1617,@allanjs73,Normal_users,1,1,0,7
1620,@aguije_net,Normal_users,8,4,4,5
1621,@adjustdafacts,Normal_users,2,1,1,13
1623,@a12dope,Normal_users,3,3,0,13
1625,@_princessjes,Normal_users,10,6,4,11
1626,@8g23,Normal_users,24,1,23,1
